ID,氏名,性別,所属学部,古典,物理,化学,経済,英語,数学,情報
S2270,小川 健一,男,情報学部,56,83,89,62,80,89,93
S2271,加藤 幹,女,情報学部,47,77,86,46,87,94,85
S2272,岡本 治,男,情報学部,65,82,90,46,78,97,87
S2273,田中 淳,男,情報学部,45,78,90,59,86,85,99
S2274,渡辺 裕美子,女,情報学部,56,90,82,54,77,90,93
S2275,井上 京助,男,情報学部,50,77,83,60,84,87,98
S2276,林 舞,女,情報学部,56,87,77,49,90,92,87
S2277,吉田 舞,女,情報学部,61,80,82,62,86,86,85
S2278,吉田 さゆり,女,情報学部,63,87,77,60,75,92,88
S2279,中村 亮介,男,情報学部,54,80,76,61,76,98,93
S2280,斎藤 修平,男,情報学部,51,78,90,51,90,97,91
S2281,渡辺 幹,女,情報学部,64,76,90,55,81,90,94
S2282,池田 洋介,男,情報学部,53,86,78,52,82,88,98
S2283,鈴木 七夏,女,情報学部,57,81,83,61,76,95,96
S2284,藤田 翔太,男,情報学部,56,76,79,50,90,87,95
S2285,加藤 花子,女,情報学部,48,81,77,49,86,100,92
S2286,森 結衣,女,情報学部,54,82,83,54,79,91,96
S2287,田中 洋介,男,情報学部,60,76,81,45,87,93,90
S2288,池田 あすか,女,情報学部,65,84,80,53,76,92,88
S2289,村上 香織,女,情報学部,51,85,75,54,89,91,92
S2290,村上 くみ子,女,情報学部,62,76,77,65,90,89,92
S2291,佐藤 直人,男,情報学部,60,77,86,51,86,96,95
S2292,斉藤 春香,女,情報学部,48,80,84,59,81,96,98
S2293,村上 あすか,女,情報学部,50,83,90,53,76,95,89
S2294,田中 康弘,男,情報学部,65,90,76,47,82,92,100
S2295,佐藤 拓真,男,情報学部,59,79,85,49,89,86,89
S2296,山口 亮介,男,情報学部,45,83,76,64,86,96,88
S2297,山田 裕美子,女,情報学部,50,86,88,55,89,99,94
S2298,伊藤 治,男,情報学部,58,76,85,45,75,93,88
S2299,青木 くみ子,女,情報学部,59,90,75,61,87,89,87
S2300,石川 知実,女,情報学部,49,75,81,57,82,92,97
S2301,井上 里佳,女,情報学部,55,84,86,46,81,93,97
S2302,高橋 稔,男,情報学部,65,88,90,64,89,91,86
S2303,木村 健一,男,情報学部,46,87,83,61,87,96,87
S2304,加藤 晃,男,情報学部,60,77,85,65,84,87,99
S2305,山田 陽子,女,情報学部,54,89,90,57,82,89,89
S2306,渡辺 舞,女,情報学部,45,85,84,45,76,99,100
S2307,渡辺 真綾,女,情報学部,53,76,85,57,75,85,91
S2308,中村 七夏,女,情報学部,54,90,83,64,77,97,89
S2309,山本 太郎,男,情報学部,45,77,90,50,87,98,92
S2310,中川 あすか,女,情報学部,63,86,81,56,84,99,87
S2311,小川 直樹,男,情報学部,45,78,76,51,85,93,92
S2312,斎藤 裕美子,女,情報学部,48,81,85,45,88,85,85
S2313,小林 千代,女,情報学部,54,78,80,46,87,92,89
S2314,坂本 太郎,男,情報学部,46,82,79,60,87,95,90
S2315,岡本 陽子,女,情報学部,45,76,78,63,82,90,85
S2316,木村 充,男,情報学部,45,81,77,54,78,98,100
S2317,山田 真綾,女,情報学部,47,90,90,49,86,96,93
S2318,中村 加奈,女,情報学部,48,75,88,56,83,89,87
S2319,田中 直樹,男,情報学部,56,75,87,59,77,90,96
S2320,清水 翼,男,情報学部,49,88,85,53,80,94,89
S2321,松本 真綾,女,情報学部,58,87,85,62,80,93,86
S2322,林 真綾,女,情報学部,56,76,82,54,76,99,96
S2323,佐藤 桃子,女,情報学部,61,85,82,60,86,94,93
S2324,鈴木 翼,男,情報学部,57,80,86,60,89,88,93
S2325,山口 真綾,女,情報学部,46,86,77,61,82,92,94
S2326,佐藤 裕太,男,情報学部,52,85,89,59,82,87,98
S2327,阿部 京助,男,情報学部,58,89,76,54,84,97,97
S2328,高橋 真綾,女,情報学部,57,80,90,57,88,91,100
S2329,山崎 翼,男,情報学部,55,80,86,48,80,99,99
S2330,山下 充,男,情報学部,65,81,79,45,86,94,100
S2331,山本 直子,女,情報学部,61,88,88,54,75,87,86
S2332,鈴木 美加子,女,情報学部,63,78,84,63,76,96,100
S2333,木村 修平,男,情報学部,51,83,84,57,79,85,97
S2334,石川 聡太郎,男,情報学部,62,89,75,52,87,88,86
S2335,渡辺 亮介,男,情報学部,59,85,79,47,79,86,89
S2336,中村 里佳,女,情報学部,60,84,83,61,75,95,99
S2337,森 晃,男,情報学部,45,89,82,46,81,88,100
S2338,山下 翼,男,情報学部,56,75,90,47,87,100,98
S2339,遠藤 里佳,女,情報学部,53,86,86,65,83,94,86
S2340,山本 直樹,男,情報学部,51,84,77,46,79,100,96
S2341,吉田 陽子,女,情報学部,51,77,77,48,88,89,97
S2342,遠藤 さゆり,女,情報学部,50,77,85,48,89,100,94
S2343,伊藤 学,男,情報学部,50,76,90,56,87,88,90
S2344,藤田 桃子,女,情報学部,65,89,78,57,76,92,98
S2345,渡辺 翼,男,情報学部,64,83,78,49,87,99,91
S2346,斎藤 涼平,男,情報学部,61,77,88,47,78,88,92
S2347,石井 美加子,女,情報学部,55,79,85,46,85,95,90
S2348,西村 美加子,女,情報学部,52,78,76,47,76,89,94
S2349,佐藤 亮介,男,情報学部,51,87,79,61,88,95,88
S2350,中村 晃,男,情報学部,47,77,84,60,83,88,93
S2351,中川 翼,男,情報学部,53,88,76,51,90,96,86
S2352,山田 くみ子,女,情報学部,61,84,82,64,75,99,86
S2353,中村 陽一,男,情報学部,61,81,83,58,82,87,94
S2354,佐藤 くみ子,女,情報学部,53,85,85,62,80,87,94
S2355,林 桃子,女,情報学部,48,76,83,46,77,87,87
S2356,青木 香織,女,情報学部,65,80,79,62,90,100,87
S2357,清水 春香,女,情報学部,65,82,87,56,86,85,86
S2358,松本 直樹,男,情報学部,59,89,86,59,77,92,87
S2359,石川 知実,女,情報学部,47,86,83,59,75,97,97
S2360,中島 里佳,女,情報学部,55,80,77,50,81,98,93
S2361,吉田 結衣,女,情報学部,61,78,90,61,90,96,90
S2362,田中 桃子,女,情報学部,47,84,84,57,75,86,86
S2363,岡本 涼平,男,情報学部,48,82,81,54,81,90,89
S2364,山口 智也,男,情報学部,54,82,79,62,90,92,90
S2365,木村 裕美子,女,情報学部,51,79,85,57,80,96,99
S2366,鈴木 明美,女,情報学部,55,83,85,56,87,99,89
S2367,森 花子,女,情報学部,53,81,84,61,83,92,91
S2368,山田 あすか,女,情報学部,54,85,82,53,89,98,91
S2369,山本 直樹,男,情報学部,63,76,77,49,85,92,91
S2370,吉田 知実,女,情報学部,45,90,83,52,76,93,98
S2371,渡辺 くみ子,女,情報学部,58,80,82,64,86,86,90
S2372,佐藤 涼平,男,情報学部,51,79,77,60,76,85,86
S2373,小林 洋介,男,情報学部,58,82,88,47,78,91,100
S2374,石川 結衣,女,情報学部,55,75,82,65,90,93,85
S2375,伊藤 くみ子,女,情報学部,57,85,86,57,85,91,91
S2376,山本 結衣,女,情報学部,48,78,90,50,81,100,85
S2377,小川 知実,女,情報学部,62,85,81,61,78,92,86
S2378,加藤 明美,女,情報学部,63,80,76,56,78,95,89
S2379,青木 翔太,男,情報学部,55,90,82,50,84,88,88
S2380,山本 亮介,男,情報学部,61,75,88,65,89,86,90
S2381,佐々木 亮介,男,情報学部,63,79,82,65,75,92,89
S2382,林 治,男,情報学部,62,77,82,52,82,85,100
S2383,佐藤 裕太,男,情報学部,51,90,76,49,78,87,87
S2384,池田 あすか,女,情報学部,65,90,81,62,87,86,98
S2385,斎藤 晃,男,情報学部,48,86,82,58,76,90,93
S2386,山本 裕樹,男,情報学部,53,84,75,65,89,85,85
S2387,松本 あすか,女,情報学部,60,77,76,57,90,97,95
S2388,高橋 知実,女,情報学部,53,77,85,61,89,90,91
S2389,岡本 真綾,女,情報学部,58,90,88,54,75,100,90
S2390,後藤 直樹,男,情報学部,62,78,84,46,82,93,94
S2391,井上 結衣,女,情報学部,64,75,76,50,90,98,89
S2392,山田 真綾,女,情報学部,61,82,85,56,85,98,87
S2393,渡辺 浩,男,情報学部,55,79,84,56,90,97,92
S2394,山田 裕美子,女,情報学部,46,89,88,47,82,85,85
S2395,加藤 洋介,男,情報学部,57,85,82,55,82,87,98
S2396,中村 直子,女,情報学部,63,81,89,63,77,87,100
S2397,山本 直子,女,情報学部,65,79,83,48,86,97,91
S2398,鈴木 淳,男,情報学部,59,88,86,53,89,90,100
S2399,青木 くみ子,女,情報学部,59,75,86,60,89,87,90
S2400,鈴木 真綾,女,情報学部,47,75,81,54,83,89,99
S2401,佐藤 加奈,女,情報学部,55,77,90,61,88,88,99
S2402,山本 亮介,男,情報学部,47,75,86,57,80,93,96
S2403,山田 直樹,男,情報学部,62,80,84,51,87,97,86
S2404,長谷川 香織,女,情報学部,52,75,82,51,76,99,100
S2405,松田 さゆり,女,情報学部,45,78,75,54,89,94,89
S2406,伊藤 裕樹,男,情報学部,49,78,79,62,80,97,93
S2407,斎藤 零,男,情報学部,53,81,79,58,80,100,97
S2408,佐藤 健一,男,情報学部,64,76,78,64,76,87,93
S2409,木村 亮介,男,情報学部,47,77,76,56,77,85,98
S2410,阿部 舞,女,情報学部,55,87,83,65,87,95,85
S2411,藤田 知実,女,情報学部,64,83,78,62,83,89,88
S2412,中島 幹,女,情報学部,55,83,79,48,79,86,97
S2413,山本 晃,男,情報学部,58,82,88,53,77,93,95
S2414,佐藤 和也,男,情報学部,61,86,79,46,84,98,86
S2415,石川 健一,男,情報学部,47,90,86,47,78,87,85
S2416,阿部 翼,男,情報学部,50,87,90,61,75,93,92
S2417,石川 陽一,男,情報学部,48,78,88,48,77,93,96
S2418,藤井 加奈,女,情報学部,61,78,88,46,89,95,96
S2419,佐藤 花子,女,情報学部,55,85,81,63,82,87,86
S2420,佐藤 花子,女,情報学部,59,76,86,61,77,95,100
S2421,中村 千代,女,情報学部,45,90,79,62,88,87,97
S2422,高橋 舞,女,情報学部,55,75,77,49,87,95,94
S2423,佐藤 翔太,男,情報学部,52,82,82,59,86,93,96
S2424,山口 翼,男,情報学部,65,79,87,46,82,88,96
S2425,藤田 くみ子,女,情報学部,65,77,84,50,90,92,87
S2426,吉田 桃子,女,情報学部,58,86,86,48,76,97,89
S2427,木村 美加子,女,情報学部,64,76,84,58,77,85,93
S2428,中村 加奈,女,情報学部,62,78,82,58,77,100,98
S2429,加藤 知実,女,情報学部,46,79,89,50,75,90,95
S2430,伊藤 太一,男,情報学部,57,90,78,49,79,85,97
S2431,佐藤 春香,女,情報学部,58,79,83,58,89,99,95
S2432,佐々木 陽一,男,情報学部,52,86,85,54,76,89,98
S2433,高橋 花子,女,情報学部,59,84,87,49,83,98,89
S2434,中川 裕太,男,情報学部,49,82,75,62,89,90,99
S2435,山崎 拓真,男,情報学部,53,77,85,45,77,87,91
S2436,佐藤 稔,男,情報学部,56,79,89,47,88,96,93
S2437,田中 陽子,女,情報学部,47,78,78,61,84,96,94
S2438,藤田 結衣,女,情報学部,65,85,88,55,78,98,93
S2439,三浦 裕美子,女,情報学部,51,79,82,60,90,89,93
S2440,山口 花子,女,情報学部,45,89,80,60,75,100,91
S2441,吉田 さゆり,女,情報学部,65,87,81,46,87,88,85
S2442,太田 舞,女,情報学部,48,86,89,49,90,98,92
S2443,佐藤 美加子,女,情報学部,60,78,81,57,82,89,94
S2444,小林 舞,女,情報学部,50,88,78,58,81,89,96
S2445,木村 舞,女,情報学部,57,77,80,48,80,90,92
S2446,佐藤 知実,女,情報学部,65,88,85,53,87,85,93
S2447,青木 くみ子,女,情報学部,60,76,86,48,77,97,91
S2448,福田 七夏,女,情報学部,54,80,85,51,81,89,100
S2449,山口 康弘,男,情報学部,49,84,87,46,81,92,90
S2450,高橋 智也,男,情報学部,65,89,81,45,78,96,91
S2451,高橋 里佳,女,情報学部,63,90,78,63,84,94,94
S2452,橋本 舞,女,情報学部,60,87,83,54,75,98,98
S2453,伊藤 さゆり,女,情報学部,64,83,89,48,85,95,96
S2454,佐々木 翼,男,情報学部,60,79,89,50,78,99,87
S2455,佐藤 美加子,女,情報学部,49,82,80,45,79,86,95
S2456,田中 幹,女,情報学部,49,83,80,53,76,85,92
S2457,藤原 舞,女,情報学部,47,80,90,56,78,89,95
S2458,吉田 さゆり,女,情報学部,65,86,88,49,88,97,90
S2459,田中 直人,男,情報学部,54,79,83,60,79,87,85
S2460,橋本 千代,女,情報学部,45,89,83,64,80,85,90
S2461,斎藤 翔太,男,情報学部,65,84,85,65,84,90,94
S2462,鈴木 涼平,男,情報学部,45,85,88,45,85,100,89
S2463,藤田 零,男,情報学部,50,87,87,65,84,96,97
S2464,前田 聡太郎,男,情報学部,63,78,82,58,80,96,93
S2465,石川 陽一,男,情報学部,51,75,83,58,85,97,98
S2466,佐々木 千代,女,情報学部,64,81,85,54,86,97,98
S2467,山口 くみ子,女,情報学部,59,82,87,55,89,99,95
S2468,中村 翔太,男,情報学部,45,88,75,54,76,96,89
S2469,田中 和也,男,情報学部,46,85,78,65,77,85,91
S2470,太田 知実,女,情報学部,58,90,88,53,78,93,91
S2471,渡辺 陽子,女,情報学部,55,80,81,56,85,87,98
S2472,佐藤 桃子,女,情報学部,48,85,88,59,77,88,98
S2473,小林 陽子,女,情報学部,50,76,85,53,80,94,97
S2474,石井 結衣,女,情報学部,50,85,80,53,83,97,98
S2475,佐藤 香織,女,情報学部,60,84,84,55,78,87,90
S2476,青木 裕樹,男,情報学部,61,81,82,46,88,95,93
S2477,渡辺 舞,女,情報学部,61,90,83,49,82,92,88
S2478,佐藤 里佳,女,情報学部,60,77,78,64,89,87,92
S2479,遠藤 治,男,情報学部,63,81,76,52,83,93,90
S2480,近藤 明美,女,情報学部,48,80,80,45,86,100,85
S2481,鈴木 さゆり,女,情報学部,51,80,83,51,84,85,88
S2482,青木 健一,男,情報学部,58,77,90,48,79,93,97
S2483,山崎 直子,女,情報学部,58,89,77,54,81,89,96
S2484,坂本 花子,女,情報学部,64,75,86,51,85,98,96
S2485,藤原 里佳,女,情報学部,58,81,76,50,83,92,90
S2486,山本 真綾,女,情報学部,45,89,85,61,88,86,94
S2487,福田 直子,女,情報学部,49,76,82,63,79,96,87
S2488,小林 直人,男,情報学部,50,75,75,56,88,95,85
S2489,高橋 太一,男,情報学部,65,82,79,46,77,89,89
S2490,藤原 翼,男,情報学部,47,80,85,50,90,87,87
S2491,加藤 加奈,女,情報学部,50,78,75,54,85,96,94
S2492,松本 美加子,女,情報学部,61,75,80,45,75,86,93
S2493,清水 康弘,男,情報学部,53,88,80,64,90,90,86
S2494,井上 淳,男,情報学部,53,76,82,50,84,99,100
S2495,田中 裕太,男,情報学部,51,77,90,62,75,89,100
S2496,田中 舞,女,情報学部,49,78,88,48,83,94,90
S2497,小林 翔太,男,情報学部,48,84,88,47,86,95,92
S2498,佐藤 明美,女,情報学部,47,85,87,54,85,90,100
S2499,吉田 真綾,女,情報学部,47,75,76,48,90,90,98
S2500,山田 翔太,男,情報学部,57,84,76,56,80,95,96
S2501,斎藤 加奈,女,情報学部,46,78,77,49,82,96,94
S2502,中村 さゆり,女,情報学部,65,85,88,47,81,86,89
S2503,佐々木 真綾,女,情報学部,55,75,88,61,82,87,98
S2504,松本 治,男,情報学部,49,89,89,45,86,99,88
S2505,藤原 太一,男,情報学部,64,86,77,56,83,98,100
S2506,岡田 舞,女,情報学部,56,82,82,63,76,89,93
S2507,佐藤 直樹,男,情報学部,64,78,78,54,79,90,85
S2508,伊藤 明美,女,情報学部,63,87,77,48,75,87,87
S2509,佐藤 くみ子,女,情報学部,55,88,80,58,78,93,93
S2510,伊藤 洋介,男,情報学部,63,85,81,63,90,87,94
S2511,小川 桃子,女,情報学部,57,76,85,53,90,88,91
S2512,佐藤 智也,男,情報学部,64,79,81,48,86,93,99
S2513,森 和也,男,情報学部,45,75,90,65,86,97,87
S2514,林 香織,女,情報学部,51,89,75,52,75,89,90
S2515,松本 零,男,情報学部,50,87,86,61,88,89,100
S2516,佐藤 零,男,情報学部,50,87,90,53,87,88,93
S2517,小林 千代,女,情報学部,49,76,76,55,79,86,87
S2518,岡本 洋介,男,情報学部,56,83,76,58,86,92,97
S2519,佐々木 幹,女,情報学部,54,86,86,55,75,85,89
S2520,斎藤 裕美子,女,情報学部,63,83,87,52,78,97,89
S2521,岡本 裕美子,女,情報学部,49,90,77,50,84,87,88
S2522,石川 加奈,女,情報学部,54,87,83,53,82,98,97
S2523,山田 太郎,男,情報学部,64,75,90,64,80,90,95
S2524,佐々木 知実,女,情報学部,62,83,79,65,81,94,89
S2525,青木 直樹,男,情報学部,60,75,83,64,82,87,98
S2526,田中 直子,女,情報学部,49,85,78,56,90,93,92
S2527,橋本 涼平,男,情報学部,55,88,81,49,90,93,98
S2528,佐々木 里佳,女,情報学部,63,87,78,62,84,85,90
S2529,高橋 桃子,女,情報学部,53,84,78,62,78,97,91
S2530,吉田 康弘,男,情報学部,59,85,86,61,84,86,89
S2531,鈴木 翼,男,情報学部,64,85,77,61,76,85,89
S2532,鈴木 桃子,女,情報学部,60,78,85,50,78,100,98
S2533,佐藤 零,男,情報学部,62,78,82,65,81,98,85
S2534,松田 直子,女,情報学部,47,83,81,65,86,87,93
S2535,伊藤 花子,女,情報学部,63,80,76,47,78,95,99
S2536,吉田 翼,男,情報学部,49,82,89,63,76,93,90
S2537,岡田 舞,女,情報学部,60,78,90,58,77,85,100
S2538,橋本 聡太郎,男,情報学部,48,89,89,45,90,87,91
S2539,松田 香織,女,情報学部,52,90,85,46,76,96,98
S2540,山口 幹,女,情報学部,53,82,80,64,79,97,87
S2541,井上 浩,男,情報学部,62,79,77,54,77,96,89
S2542,橋本 明美,女,情報学部,59,84,85,51,79,88,86
S2543,鈴木 浩,男,情報学部,45,84,90,58,82,92,91
S2544,加藤 知実,女,情報学部,62,87,83,47,85,92,91
S2545,石川 学,男,情報学部,54,77,88,64,89,97,92
S2546,佐藤 洋介,男,情報学部,49,87,78,48,78,88,85
S2547,山口 裕太,男,情報学部,51,88,84,49,80,98,96
S2548,中川 篤司,男,情報学部,51,86,78,56,75,95,93
S2549,村上 直子,女,情報学部,53,84,76,59,90,100,94
S2550,高橋 充,男,情報学部,50,85,90,56,76,85,100
S2551,山本 京助,男,情報学部,50,80,85,46,79,96,99
S2552,斎藤 太郎,男,情報学部,62,81,88,47,79,88,97
S2553,山本 幹,女,情報学部,53,81,83,57,84,94,95
S2554,池田 あすか,女,情報学部,50,84,88,51,81,100,85
S2555,小川 亮介,男,情報学部,58,80,77,48,85,92,90
S2556,西村 あすか,女,情報学部,59,79,79,46,81,87,97
S2557,佐々木 花子,女,情報学部,46,80,85,60,77,100,93
S2558,中川 舞,女,情報学部,48,80,85,64,80,92,96
S2559,青木 裕樹,男,情報学部,55,84,88,53,84,87,99
S2560,山口 涼平,男,情報学部,55,85,82,60,81,85,89
S2561,石井 直樹,男,情報学部,46,85,86,52,78,88,89
S2562,山田 桃子,女,情報学部,64,86,90,63,85,95,89
S2563,山口 直子,女,情報学部,45,78,79,54,81,97,87
S2564,後藤 加奈,女,情報学部,52,78,80,62,83,93,94
S2565,橋本 香織,女,情報学部,50,82,86,56,79,94,85
S2566,岡田 千代,女,情報学部,55,89,75,56,88,87,88
S2567,村上 加奈,女,情報学部,59,88,77,57,90,100,91
S2568,中村 真綾,女,情報学部,61,90,78,62,82,98,86
S2569,中村 太一,男,情報学部,54,89,76,57,90,86,89
S2570,鈴木 香織,女,情報学部,59,87,84,50,86,100,99
S2571,高橋 裕美子,女,情報学部,50,87,79,45,84,86,97
S2572,佐々木 春香,女,情報学部,54,83,81,50,81,88,93
S2573,岡本 千代,女,情報学部,48,86,82,63,76,86,86
S2574,田中 晃,男,情報学部,56,85,79,63,89,100,88
S2575,伊藤 陽一,男,情報学部,52,86,83,47,89,97,89
S2576,渡辺 明美,女,情報学部,48,90,80,59,75,99,99
S2577,福田 修平,男,情報学部,50,79,79,46,87,96,88
S2578,斎藤 充,男,情報学部,65,76,80,63,85,93,85
S2579,高橋 香織,女,情報学部,52,85,87,63,76,97,89
S2580,中村 治,男,情報学部,50,76,86,64,77,92,90
S2581,山本 千代,女,情報学部,47,79,81,62,87,99,99
S2582,中村 陽子,女,情報学部,57,89,87,55,78,94,89
S2583,藤原 英樹,男,情報学部,45,84,79,65,81,86,97
S2584,藤原 真綾,女,情報学部,55,82,83,59,90,85,99
S2585,佐藤 聡太郎,男,情報学部,65,89,82,49,77,96,90
S2586,松本 直人,男,情報学部,52,88,78,63,81,85,85
S2587,清水 幹,女,情報学部,64,79,77,48,76,100,94
S2588,佐藤 さゆり,女,情報学部,54,84,83,57,82,85,94
S2589,藤井 里佳,女,情報学部,49,87,82,53,83,96,91
S2590,佐藤 翔太,男,情報学部,45,90,81,47,75,91,90
S2591,中島 花子,女,情報学部,60,90,85,54,79,85,86
S2592,渡辺 翼,男,情報学部,52,87,75,49,78,88,89
S2593,井上 真綾,女,情報学部,51,89,86,47,81,86,97
S2594,佐藤 春香,女,情報学部,56,80,88,55,81,91,87
S2595,山本 幹,女,情報学部,61,88,86,50,78,91,96
S2596,山田 七夏,女,情報学部,60,78,82,49,86,95,94
S2597,小林 真綾,女,情報学部,51,86,82,48,80,94,85
S2598,藤井 幹,女,情報学部,54,80,87,50,77,95,91
S2599,山本 さゆり,女,情報学部,58,88,87,64,87,85,100
S2600,橋本 太一,男,情報学部,60,79,76,64,76,90,87
S2601,佐々木 亮介,男,情報学部,52,87,80,48,76,92,90
S2602,後藤 裕太,男,情報学部,62,90,87,50,78,92,96
S2603,石井 康弘,男,情報学部,51,86,76,50,87,86,91
S2604,松田 舞,女,情報学部,47,76,84,45,85,94,91
S2605,高橋 加奈,女,情報学部,59,78,79,62,89,92,94
S2606,林 治,男,情報学部,51,87,81,45,77,90,96
S2607,山本 浩,男,情報学部,47,80,75,64,90,98,94
S2608,伊藤 香織,女,情報学部,48,80,89,62,90,94,92
S2609,木村 幹,女,情報学部,47,80,82,63,75,87,90
S2610,太田 京助,男,情報学部,61,82,77,47,78,94,86
S2611,加藤 聡太郎,男,情報学部,64,81,87,59,85,86,85
S2612,中村 直子,女,情報学部,59,84,75,54,88,86,91
S2613,三浦 翼,男,情報学部,62,75,86,58,79,94,97
S2614,吉田 舞,女,情報学部,65,79,84,52,79,95,95
S2615,吉田 幹,女,情報学部,59,79,84,64,90,96,95
S2616,長谷川 和也,男,情報学部,63,82,87,53,80,97,96
S2617,鈴木 太郎,男,情報学部,46,89,85,47,88,96,98
S2618,松田 直人,男,情報学部,59,81,86,57,79,87,98
S2619,佐藤 さゆり,女,情報学部,53,89,80,53,86,99,93
S2620,長谷川 直樹,男,情報学部,62,81,84,55,83,85,98
S2621,小川 加奈,女,情報学部,57,81,78,45,84,96,93
S2622,西村 直人,男,情報学部,47,76,78,56,84,99,92
S2623,田中 治,男,情報学部,60,90,85,46,77,97,89
S2624,中島 裕美子,女,情報学部,54,77,82,55,87,96,91
S2625,吉田 明美,女,情報学部,60,82,82,55,90,87,89
S2626,山田 学,男,情報学部,59,90,75,48,75,92,95
S2627,西村 智也,男,情報学部,52,83,88,64,87,94,94
S2628,佐藤 康弘,男,情報学部,50,80,85,59,89,90,97
S2629,山下 美加子,女,情報学部,55,80,88,61,84,99,92
S2630,中島 くみ子,女,情報学部,63,84,87,64,84,97,93
S2631,後藤 翼,男,情報学部,47,87,76,58,79,95,97
S2632,佐藤 稔,男,情報学部,49,89,76,56,80,86,89
S2633,佐藤 あすか,女,情報学部,53,86,81,63,81,99,90
S2634,高橋 知実,女,情報学部,59,79,79,47,82,88,97
S2635,山田 里佳,女,情報学部,64,85,79,52,85,85,95
S2636,石川 春香,女,情報学部,50,90,76,63,78,95,85
S2637,森 桃子,女,情報学部,54,80,80,48,84,92,85
S2638,渡辺 真綾,女,情報学部,48,85,76,64,83,85,86
S2639,山口 裕樹,男,情報学部,47,89,84,59,88,100,87
S2640,佐藤 洋介,男,情報学部,48,81,79,52,87,85,85
S2641,橋本 太一,男,情報学部,58,76,83,53,76,89,88
S2642,坂本 浩,男,情報学部,55,82,90,52,77,94,98
S2643,松田 健一,男,情報学部,49,75,79,56,84,91,85
S2644,渡辺 京助,男,情報学部,51,82,85,51,77,100,93
S2645,高橋 亮介,男,情報学部,52,87,80,58,83,86,99
S2646,吉田 幹,女,情報学部,61,88,88,55,90,90,91
S2647,井上 太郎,男,情報学部,46,86,87,63,75,91,96
S2648,後藤 直子,女,情報学部,58,90,83,51,89,98,94
S2649,藤井 加奈,女,情報学部,65,78,83,54,85,96,100
S2650,中村 充,男,情報学部,58,86,83,63,77,92,99
S2651,佐藤 修平,男,情報学部,45,75,79,60,76,94,91
S2652,佐藤 千代,女,情報学部,51,81,89,59,86,91,96
S2653,小林 翔太,男,情報学部,48,79,90,59,87,89,94
S2654,佐藤 陽子,女,情報学部,46,75,90,65,80,85,91
S2655,鈴木 春香,女,情報学部,48,79,83,64,77,89,94
S2656,中村 拓真,男,情報学部,52,88,88,52,76,89,99
S2657,加藤 英樹,男,情報学部,60,76,76,61,77,93,99
S2658,後藤 太一,男,情報学部,51,86,90,47,80,91,92
S2659,佐々木 あすか,女,情報学部,47,85,85,45,78,94,97
S2660,高橋 真綾,女,情報学部,48,76,86,45,89,94,98
S2661,近藤 陽子,女,情報学部,62,90,81,51,81,87,100
S2662,渡辺 浩,男,情報学部,48,80,75,54,85,98,99
S2663,前田 拓真,男,情報学部,57,83,88,56,80,94,99
S2664,林 七夏,女,情報学部,58,88,77,57,76,99,85
S2665,山下 英樹,男,情報学部,48,76,75,47,84,96,92
S2666,近藤 聡太郎,男,情報学部,50,86,81,48,76,99,93
S2667,小林 洋介,男,情報学部,47,76,84,64,87,99,95
S2668,鈴木 学,男,情報学部,63,80,87,54,81,96,96
S2669,松本 治,男,情報学部,56,82,80,53,83,96,86
S2670,木村 聡太郎,男,情報学部,62,81,76,54,80,100,95
S2671,池田 直子,女,情報学部,60,90,76,47,78,85,86
S2672,渡辺 裕美子,女,情報学部,52,84,77,49,89,88,92
S2673,森 淳,男,情報学部,65,75,84,54,82,88,89
S2674,岡田 翼,男,情報学部,58,82,78,51,87,92,92
S2675,山口 さゆり,女,情報学部,59,85,76,51,75,91,96
S2676,山田 拓真,男,情報学部,64,87,79,56,81,89,86
S2677,中村 陽子,女,情報学部,62,87,90,63,79,98,88
S2678,藤田 涼平,男,情報学部,65,80,86,63,83,91,88
S2679,鈴木 英樹,男,情報学部,64,78,89,58,81,98,100
S2680,田中 淳,男,情報学部,63,82,84,61,75,95,97
S2681,高橋 篤司,男,情報学部,61,90,84,47,84,89,90
S2682,山崎 裕太,男,情報学部,53,78,77,60,87,90,100
S2683,鈴木 美加子,女,情報学部,52,79,85,62,78,89,88
S2684,田中 舞,女,情報学部,58,90,83,65,90,87,93
S2685,渡辺 春香,女,情報学部,57,89,83,63,75,88,90
S2686,石川 修平,男,情報学部,56,78,77,50,90,100,89
S2687,山本 翼,男,情報学部,62,88,75,56,89,98,85
S2688,伊藤 浩,男,情報学部,52,81,80,64,81,97,94
S2689,田中 翼,男,情報学部,60,78,79,50,90,91,93
S2690,中村 春香,女,情報学部,56,89,80,63,78,91,96
S2691,鈴木 さゆり,女,情報学部,49,87,88,62,85,95,98
S2692,鈴木 健一,男,情報学部,53,89,82,52,82,97,100
S2693,佐藤 稔,男,情報学部,45,86,80,59,77,94,88
S2694,小林 健一,男,情報学部,52,85,89,49,88,95,100
S2695,鈴木 英樹,男,情報学部,56,76,80,58,76,94,97
S2696,小川 明美,女,情報学部,59,76,90,47,85,94,85
S2697,鈴木 修平,男,情報学部,54,83,85,61,77,93,86
S2698,田中 直子,女,情報学部,55,80,82,59,85,93,96
S2699,林 直人,男,情報学部,45,79,77,54,75,89,85
S2700,伊藤 京助,男,情報学部,58,77,87,49,80,91,88
